filename,text_type,avg_coherence,variance,num_sentence_pairs,top_5_highest,top_5_lowest
K01_3_processed,original,0.4425,0.0507,6,"(Die Definition  des Begriffs ‚Digitalisierung‘ ist... | Dies ist zu  unterscheiden, da es sich um untersch...) = 0.756; (Die Digitalisierung ist ein fester Bestandteil des... | Die Definition  des Begriffs ‚Digitalisierung‘ ist...) = 0.706; (Digitization bezeichnet die Umwandlung analoger In... | Der  Fokus richtet sich auf die Konvertierung der ...) = 0.463; (Dies ist zu  unterscheiden, da es sich um untersch... | Digitization bezeichnet die Umwandlung analoger In...) = 0.305; (Inzwischen wird dieser Vorgang auch rückwertig gen... | Dadurch  sind enorme Kosteneinsparungspotenziale m...) = 0.288","(Der  Fokus richtet sich auf die Konvertierung der ... | Inzwischen wird dieser Vorgang auch rückwertig gen...) = 0.137; (Inzwischen wird dieser Vorgang auch rückwertig gen... | Dadurch  sind enorme Kosteneinsparungspotenziale m...) = 0.288; (Dies ist zu  unterscheiden, da es sich um untersch... | Digitization bezeichnet die Umwandlung analoger In...) = 0.305; (Digitization bezeichnet die Umwandlung analoger In... | Der  Fokus richtet sich auf die Konvertierung der ...) = 0.463; (Die Digitalisierung ist ein fester Bestandteil des... | Die Definition  des Begriffs ‚Digitalisierung‘ ist...) = 0.706"
WP5_1_processed,original,0.1723,0.0074,16,"([33] Während Peter Bower für die englische Papierh... | Letzterer führte für das 17. Jahrhundert in Englan...) = 0.441; ([25] Festzuhalten ist, dass es sich zunächst nicht... | Jahrhundert hinzugefügt wurden und von Künstler:in...) = 0.263; ([35] Ein sprechendes Beispiel für die Farbveränder... | 2), einem der Rektoren der Académie Royale....) = 0.237; ([23] Zwar entdeckten Künstler:innen das blaue Papi... | [25] Festzuhalten ist, dass es sich zunächst nicht...) = 0.213; ([31] Die seit dem 17. Jahrhundert exportierten und... | [33] Während Peter Bower für die englische Papierh...) = 0.184","([29] Anhand der Häufung von oberitalienischen Zeic... | [30] Im 16. Jahrhundert lassen Wasserzeichen auf i...) = 0.096; ([30] Im 16. Jahrhundert lassen Wasserzeichen auf i... | [31] Die seit dem 17. Jahrhundert exportierten und...) = 0.097; (Jahrhundert hergestellt wurden, sind beiderseits d... | [29] Anhand der Häufung von oberitalienischen Zeic...) = 0.099; (2), einem der Rektoren der Académie Royale.... | Während sich das Blau an den vormals durch eine Ra...) = 0.110; (Jahrhundert hinzugefügt wurden und von Künstler:in... | [26]  Die Frühzeit der Herstellung farbiger Papier...) = 0.112"
K13_3_processed,original,0.3864,0.0441,17,"(Jedoch ist das noch in weiter Ferne, da  der heuti... | Schwache  KI ist demgegenüber  eher im Alltag vert...) = 0.792; (Schwache  KI ist demgegenüber  eher im Alltag vert... | Es gibt noch weitere spezifische Gebiete, die in d...) = 0.758; (Dann die  verborgene Schicht, sie ist für die soge... | Zuletzt kommt dann  die Ausgabeschicht, welche für...) = 0.711; (Im Grunde sind die KI-Teilgebiete  in Handeln, Ler... | Mithilfe dieser Methoden entsteht eine Verbindung ...) = 0.602; (Mit ihnen versucht  man menschliche Problemstellun... | Außerdem  lassen sich mit ihnen verschiedenste Dat...) = 0.460","(Die einzelnen Schichten bestehen aus mehreren Knot... | Beispiele für den Einsatz von künstlich neuronalen...) = 0.126; (Außerdem  lassen sich mit ihnen verschiedenste Dat... | Im Grunde sind sie wie ein gerichteter Graph aufge...) = 0.130; (Künstliche Intelligenz sind Methoden, welch e es e... | Dabei ist Starke KI das , was sich  die meisten Le...) = 0.144; (Sie  definiert einen eigenen Intellekt  oder ein e... | Jedoch ist das noch in weiter Ferne, da  der heuti...) = 0.205; (Dabei ist Starke KI das , was sich  die meisten Le... | Sie  definiert einen eigenen Intellekt  oder ein e...) = 0.208"
K13_1,original,0.6662,0.0201,3,"(Agile Dokumentationen sind ein immer größerer Punk... | Die Aufgabe von agilen Dokumentationen ist es, das...) = 0.770; (Die Aufgabe von agilen Dokumentationen ist es, das... | Mit der zu verfassenden 
Arbeit wird der Frage nac...) = 0.763; (Mit der zu verfassenden 
Arbeit wird der Frage nac... | Ziel ist es, einen genauen 
Einblick in die Welt d...) = 0.466","(Mit der zu verfassenden 
Arbeit wird der Frage nac... | Ziel ist es, einen genauen 
Einblick in die Welt d...) = 0.466; (Die Aufgabe von agilen Dokumentationen ist es, das... | Mit der zu verfassenden 
Arbeit wird der Frage nac...) = 0.763; (Agile Dokumentationen sind ein immer größerer Punk... | Die Aufgabe von agilen Dokumentationen ist es, das...) = 0.770"
WP2_3,original,0.1216,0.0012,9,"(Für die Untersuchungen wurde ein Flockungsapparat ... | Die Untersuchungen zum Flockungsverhalten wurden m...) = 0.205; (Für Kaolin wurde der pH-Wert zwischen 6 und 9 (2,5... | Die Rührgeschwindigkeit wurde bei allen Rührern gl...) = 0.156; (Für die Ermittlung der Reinigungseffizienz wurde d... | Für die Messung der optischen Dichte wurde ein UV/...) = 0.116; (Die Untersuchungen zum Flockungsverhalten wurden m... | Die für die Flockung notwendige pH-Anpassung ist a...) = 0.111; (Für die Bestimmung der Koagulationseigenschaften d... | Hierbei wird für eine gegebene Suspension der Einf...) = 0.110","(Für die Messung der optischen Dichte wurde ein UV/... | Gemessen wurden gegen Reinstwasser....) = 0.096; (Die für die Flockung notwendige pH-Anpassung ist a... | Für Kaolin wurde der pH-Wert zwischen 6 und 9 (2,5...) = 0.099; (Hierbei wird für eine gegebene Suspension der Einf... | Für die Untersuchungen wurde ein Flockungsapparat ...) = 0.099; (Die Rührgeschwindigkeit wurde bei allen Rührern gl... | Für die Ermittlung der Reinigungseffizienz wurde d...) = 0.102; (Für die Bestimmung der Koagulationseigenschaften d... | Hierbei wird für eine gegebene Suspension der Einf...) = 0.110"
K04_3,original,0.5443,0.0330,23,"(Die Einführung von neuen Technologien ist 
immer m... | Diese Veränderungen müssen daher zwingend im Unter...) = 0.835; (Eine Umstrukturierung der 
vorhanden IT -Infrastru... | Daher sind offene Plattformen und ein einheitliche...) = 0.757; (Nicht zu vergessen sind die hohen Kosten, die oft ... | Doch brauchen nicht alle Unternehmen zwingend ihre...) = 0.744; (Diese Veränderungen müssen daher zwingend im Unter... | Denn nur mit diesem Verständnis kann die 
KI erfol...) = 0.743; (Daher sind offene Plattformen und ein einheitliche... | Nicht zu vergessen sind die hohen Kosten, die oft ...) = 0.740","(Die 
Inbetriebnahme, das Trainieren der KI -Algori... | Auch die KI selbst ändert sich im rasanten Tempo 
...) = 0.195; (Auch die KI selbst ändert sich im rasanten Tempo 
... | Auch verfügen Unternehmen nicht immer über eine au...) = 0.205; (Auch verfügen Unternehmen nicht immer über eine au... | Denn wie zu Beg inn der Arbeit erwähnt, brauchen K...) = 0.314; (Besonders 
betroffen sind vor allem klein und mitt... | Eine der vielen Herausforderungen für Unternehmen ...) = 0.322; (Eine weitere Herausforderung ist das fehlende Fach... | Die 
Inbetriebnahme, das Trainieren der KI -Algori...) = 0.359"
K01_5_processed,original,0.3280,0.0325,18,"(Die Auswirkungen der Digitalisierung auf Unternehm... | Die  Bedeutung der Wirtschaft bei dem Thema Digita...) = 0.759; (Produkte und Services  Vor allem die ‚Digitization... | Eine Person kann dadurch die für  ihn nötigen Serv...) = 0.619; (Eine Person kann dadurch die für  ihn nötigen Serv... | Im Gegensatz  zu einem physischen Produkt, lässt s...) = 0.538; (Digitale  Produkte, Services und Prozesse werden g... | Dadurch, dass die Digitalisierung  essentiellen Ei...) = 0.537; (Eine vortreffliche Digitalstrategie  steigert nich... | Digitale  Produkte, Services und Prozesse werden g...) = 0.447","(Die  Zykluszeiten sinken durchschnittlich um 75 Pr... | Diese freigesetzten  Ressourcen helfen wiederum, d...) = 0.113; (Diese freigesetzten  Ressourcen helfen wiederum, d... | Unternehmen  sollten in den kommenden fünf bis zeh...) = 0.130; (Im Gegensatz  zu einem physischen Produkt, lässt s... | in unbegrenzter Menge zur Verfügung....) = 0.163; (Unternehmen  sollten in den kommenden fünf bis zeh... | Eine vortreffliche Digitalstrategie  steigert nich...) = 0.188; (Dadurch, dass die Digitalisierung  essentiellen Ei... | Eine Person ist durch das Internet nicht mehr dazu...) = 0.203"
K11_2_processed,original,0.3313,0.0422,13,(Darüber hinaus sorgt die Ablösung der großen Kraft... | Alle diese großen Trends im  Energiebereich benöti...) = 0.701; (Dabei müssen  mehrere große Veränderungen  gleichz... | Zunächst einmal muss möglichst viel fossiler Energ...) = 0.674; (Dies wird das Stromnetz bedeutend mehr  belasten a... | Zusätzlich müssen unsere Energiequellen auf erneue...) = 0.613; (Zur Vermeidung von globaler Erwärmung und Einhaltu... | Dabei müssen  mehrere große Veränderungen  gleichz...) = 0.402; (Die aufkommende  Lösung für dieses Problem kann nu... | Darüber hinaus sorgt die Ablösung der großen Kraft...) = 0.337,"(Dieser  Preisverfall vieler erneuerbaren Energien ... | Zwar haben Wasserkraftwerke den großen Vorteil, Gr...) = 0.104; (Ein Großteil des erzeugten und verbrauchten Strome... | Dies ist ein Modell, bei dem der Verbrauch als ein...) = 0.111; (Zwar haben Wasserkraftwerke den großen Vorteil, Gr... | Dabei ist Problem, dass diese erneuerbaren Energie...) = 0.114; (Dies ist ein Modell, bei dem der Verbrauch als ein... | Zur Vermeidung von globaler Erwärmung und Einhaltu...) = 0.122; (Rein ökonomisch betrachtet  sind dabei die beiden ... | Dieser  Preisverfall vieler erneuerbaren Energien ...) = 0.207"
K08_2_processed,original,0.3830,0.0331,42,"(Es gibt einige Lern-Algorithmen die man auf ein ne... | Der am meisten genutzte ist der „BackpropagationAl...) = 0.760; (Eine bekannte Anwendung dafür ist „Google Translat... | „Google Translate“ ist eine freie Übersetzungssoft...) = 0.739; („Google Translate“ ist eine freie Übersetzungssoft... | Die Software benutzt statistisches ML um übersetze...) = 0.721; (Hierbei konzentrieren wir uns auf eine bestimmte A... | Dies ist die Prädikatenlogik, welche Eigenschaften...) = 0.635; (Es wäre zwar möglich direkt mit der Aussagenlogik ... | Auf den mathematischen Unterschied zwischen Aussag...) = 0.614",(Dies wird so lange wiederholt bis der Annäherungsw... | Die Technik der NN kann auf viele Anwendungen der ...) = 0.094; (Durch Testdaten lernt die KI-Datensätze zu kategor... | Oft ﬁndet das ML in der echten Welt Anwendung....) = 0.104; (Hingegen kann eine Rechenoperation nicht auswendig... | Durch Testdaten lernt die KI-Datensätze zu kategor...) = 0.123; (Die Technik der NN kann auf viele Anwendungen der ... | Facebook nutzt diese Technik für ihre künstlichen ...) = 0.134; (Jedes Neuron ist ein kleiner Speicher und die Neur... | Normalerweise gibt es eine Eingabe Schicht von Neu...) = 0.138
WP4_2,original,0.2206,0.0244,71,"(Im Folgenden schlagen wir den Begriff „hybrider Pa... | Der Begriff bezieht sich auf einige Grundmechanism...) = 0.638; (Zusammenfassend lässt sich feststellen, dass das h... | Seit der Machtübernahme von Xi Jinping (2012 als G...) = 0.636; (Diese Studien beziehen sich auf unterschiedliche T... | Folglich werden zur Umschreibung des chinesischen ...) = 0.597; (Die Trennlinien zwischen verschiedenen Eigentumsve... | Es existiert ein breites Spektrum hybrider Eigentu...) = 0.593; (Dabei lassen sich unterschiedliche Stränge ausmach... | 2019), oder wiederum solche, die die Einzigartigke...) = 0.583",(Als charakteristischen Widerspruch dieses politisc... | 2020; Leutert und Eaton 2021)....) = 0.093; (Die politische Legitimation des Parteistaats ist m... | Lange Zeit war hierfür die individuelle Aufstiegse...) = 0.093; (In China sind die Verwertungsinteressen der Untern... | Der Zugang zu wirtschaftlicher Macht war lange Zei...) = 0.093; (Historisch hatte sich in China kein eigenständiges... | Zudem ist eine autonome Organisierung von Arbeitne...) = 0.094; (Lange Zeit war hierfür die individuelle Aufstiegse... | Die Hybridität des chinesischen Parteistaatskapita...) = 0.094
WP4_1,original,0.1914,0.0119,34,"(Wir vertreten die These, dass die politischen Reak... | Unsere Analyse zielt dabei nicht primär auf Chinas...) = 0.618; (Wir stellen zunächst mit Bezug zur Vergleichenden ... | Dieses wird als hybrider Parteistaatskapitalismus ...) = 0.426; (Unsere Analyse zielt dabei nicht primär auf Chinas... | Wir stellen zunächst mit Bezug zur Vergleichenden ...) = 0.335; (Die US-Sanktionen zielen dabei insbesondere auf ch... | Die Regierung Biden setzt diese Politik fort und b...) = 0.306; (Neben einer Reform des Investitionsregimes, das ei... | Ähnlich wie die USA verfolgt die EU-Kommission neu...) = 0.275","(Denn der Außenhandel wird in dieser neuen Konzepti... | Die duale Zirkulationsstrategie wird sogar als Geg...) = 0.093; (Mit der dualen Zirkulationsstrategie steht nun die... | Dies bedeutet jedoch keinen Rückzug vom Weltmarkt....) = 0.096; (Die duale Zirkulationsstrategie verschiebt damit d... | Denn der Außenhandel wird in dieser neuen Konzepti...) = 0.100; (Daraufhin wird mit Hilfe des Weltsystemansatzes di... | Seit 2017 lassen sich vermehrt Konflikte mit den U...) = 0.104; (Die politischen Reaktionen der USA und der EU spie... | Die neue Systemkonkurrenz deutet darauf hin, dass ...) = 0.105"
K04_4_processed,original,0.5761,0.0392,11,"(Die Plattform  Watson Open Scale von IBM ist eine ... | Der Anbieter IBM verspricht dabei eine Plattform, ...) = 0.866; (Bekan nte Konzerne und Unternehmen wie Amazon,  Mi... | Die meist verbreiteten offenen  Plattformen sind W...) = 0.735; (Da nun verstanden ist, welche Vorteile offene Plat... | Es gibt viele unterschiedliche KI -Plattformen, di...) = 0.732; (Es gibt viele unterschiedliche KI -Plattformen, di... | Bekan nte Konzerne und Unternehmen wie Amazon,  Mi...) = 0.678; (Die offene Plattform unterstützt nach  aktuellem S... | Demnach sollen auch die Produkte von ihren Mitbewe...) = 0.676","(Demnach sollen auch die Produkte von ihren Mitbewe... | Eine weitere offene Plattform ist Zementis predict...) = 0.157; (Der Anbieter IBM verspricht dabei eine Plattform, ... | Die offene Plattform unterstützt nach  aktuellem S...) = 0.296; (Eine weitere offene Plattform ist Zementis predict... | Auch die Software AG verfolgt hierbei einen herste...) = 0.436; (Im  nachfolgenden Abschnitt werden auf einzelne P ... | Die Plattform  Watson Open Scale von IBM ist eine ...) = 0.545; (Auch die Software AG verfolgt hierbei einen herste... | Sie  setzt hierbei gezielt auf offene Standards un...) = 0.595"
WP3_5,original,0.3162,0.0316,13,"(Zusammenfassend lässt sich sagen, dass der Kenntni... | Neben bereits erfolgten Untersuchungen zu Verletzu...) = 0.750; (Dementsprechend wären künftige Untersuchungen auch... | Weiterhin sollte untersucht werden, ob und inwiewe...) = 0.601; (Aufgrund unterschiedlicher Belastungen und leistun... | Dementsprechend wären künftige Untersuchungen auch...) = 0.384; (Gleichzeitig muss eine Prüfung vorhandener Tests b... | Die Etablierung einer möglichst großen handballspe...) = 0.351; (Der Überblick über die Literatur zeigt deutlich, d... | Obwohl es zahlreiche Studien zum Knie und zu Kniev...) = 0.332","(Freizeitsport, Angriffsspieler vs.... | Abwehrspieler) zu identifizieren....) = 0.093; (Abwehrspieler) zu identifizieren.... | Der tatsächliche handballspezifische Ist-Zustand d...) = 0.098; (Die Etablierung einer möglichst großen handballspe... | Freizeitsport, Angriffsspieler vs....) = 0.187; (Obwohl es zahlreiche Studien zum Knie und zu Kniev... | Der Hauptanteil der verfügbaren Untersuchungen bas...) = 0.221; (Aus der Bearbeitung dieser Fragestellungen könnten... | Gleichzeitig muss eine Prüfung vorhandener Tests b...) = 0.230"
WP5_4_processed,original,0.1078,0.0004,12,"([92]  Auch wenn Elisabeth Vigée-Lebrun während ihr... | Zeit spielte bei der wachsenden Auftragslage sowie...) = 0.153; (Obgleich eine materialtechnische Einschränkung – n... | Vor dem Hintergrund, dass die für die Pastellmaler...) = 0.143; (Diese Vorbereitungen beschleunigten den Malvorgang... | Obgleich eine materialtechnische Einschränkung – n...) = 0.115; (Ebenso waren die händeringend entwickelten Fixieru... | [92]  Auch wenn Elisabeth Vigée-Lebrun während ihr...) = 0.107; (Vor dem Hintergrund, dass die für die Pastellmaler... | [90] Die Pastellmalerei wird den Anforderungen auf...) = 0.107",([91] Andersherum kamen der fragilen Technik die da... | Denn die stets gefährdete Haftung der Farbpartikel...) = 0.093; (Zweifelsfrei besteht in der Herstellung von Stifte... | Diese Vorbereitungen beschleunigten den Malvorgang...) = 0.093; (Denn die stets gefährdete Haftung der Farbpartikel... | Aufgrund dieser Fragilität waren Versendungen von ...) = 0.095; (So wandte sie sich ab den 1820er Jahren in dieser ... | [93] Pastellmalerei und Mobilität werden zu sich v...) = 0.095; ([90] Die Pastellmalerei wird den Anforderungen auf... | [91] Andersherum kamen der fragilen Technik die da...) = 0.097
